ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLSSRM_NM,TROBL_TY_NM,OPER_TIME_CN,CLSSRM_INTRCN_CN,RCRIT_PD,OPER_PD
"기타",요가,광주,북구,연두공동생활가정-김영란지도자,지적장애,매주 화 17:00~18:00,연두공동생활 가정에 기거하는 지적 장애인들을 대상으로 한 요가교실,20210201~20210228,20210330~20211228
"기타",뉴스포츠,광주,광산구,어등재활원A 뉴스포츠교실 - 최정균지도자,지적장애,매주 (수) 10:00~11:00,,20210101~20210302,20210303~20211229
"기타",뉴스포츠,광주,광산구,후암원A 뉴스포츠교실 - 최정균지도자,지적장애,매주 (수) 13:00~14:00,,20210101~20210302,20210303~20211229
"기타",뉴스포츠,광주,광산구,어등재활원B 뉴스포츠교실 - 최정균지도자,지적장애,매주 (목) 10:00~11:00,,20210101~20210303,20210304~20211230
"기타",요가,광주,북구,오방장애인자립센터 요가교실-김영란지도자,뇌병변장애,매주 수 11:00~12:00,오방장애인자립센터 뇌병변 장애인을 대상으로 한 요가교실,20210102~20210130,20210203~20211229
"기타",뉴스포츠,광주,광산구,후암원B 뉴스포츠교실 - 최정균지도자,지적장애,매주 (목) 13:00~14:00,,20210101~20210303,20210304~20211230
"기타",뉴스포츠,광주,광산구,애일의집 뉴스포츠교실 - 최정균지도자,지적장애,매주 (목) 15:00~16:00,,20210101~20210303,20210304~20211230
"기타",생활체조,광주,광산구,송광중학교 생활체조교실 - 최정균지도자,지적장애,매주 (금) 10:00~11:30,,20210101~20210311,20210312~20211231
"기타",에어로빅,광주,북구,북구복지회 에어로빅교실-김영란지도자,지적장애,매주 수 14:00~15:00,북구복지회 지적 장애인들을 대상으로한 에어로빅 교실,20210202~20210228,20210303~20211229
"기타",뉴스포츠,광주,북구,샛별주간보호센터A 뉴스포츠교실 - 최정균지도자,뇌병변장애,매주 (금) 13:30~14:30,,20210101~20210225,20210226~20211231
"기타",뉴스포츠,광주,서구,공동생활가정 뉴스포츠교실-박민지도자,지적장애,매주 월 17:00~18:00,,20210102~20210228,20210222~20211228
"기타",뉴스포츠,광주,광산구,샛별주간보호센터B 뉴스포츠교실 - 최정균지도자,지적장애,매주 (금) 14:30~15:30,,20210101~20210225,20210226~20211231
"기타",뉴스포츠,광주,서구,유덕중학교 뉴스포츠교실 - 박민지도자,지적장애,매주 화 09:50~10:40,,20210201~20210308,20210323~20211229
"기타",뉴스포츠,광주,서구,행복주간보호센터 뉴스포츠교실-박민지도자,지적장애,매주 화 13:30~14:30,,20210102~20210228,20210222~20211229
"기타",뉴스포츠,광주,서구,화정남초등학교 뉴스포츠교실- 박민지도자,지체장애,매주 수 09:40~10:30,,20210201~20210310,20210331~20211230
"기타",뉴스포츠,광주,서구,전남고등학교 뉴스포츠교실-박민 지도자,지적장애,매주 목 10:40~11:30,,20210201~20210310,20210425~20211228
"기타",생활체조,광주,광산구,한울주간보호센터_생활체조교실A_이아영지도자,지적장애,매주 수 14:00~15:00,음악에 맞춰 유산소 및 근력운동을 단계별로 나누어 실행하며 참가자들의 활동을 높여주는 활동교실입니다.,20210106~20210224,20210317~20211229
"기타",기타,광주,서구,개인_댄스교실_이아영지도자,지적장애,"매주 수,금 17:00~18:00",기본동작들을 연결한 작품을 배워보는 활동교실입니다.,20210106~20210226,20210317~20211229
"기타",짐볼,광주,광산구,광산구장애인복지관_짐볼드럼교실_이아영지도자,지적장애,매주 목 10:00~11:00,드럼스틱을 이용하여 짐볼을 두드리며 다양한 리듬을 연결한 작품을 배워보는 활동교실입니다.,20210107~20210226,20210318~20211230
"기타",요가,광주,광산구,우산건강생활지원센터_요가교실B_이아영지도자,지체장애,매주 목 14:00~15:00,,20210107~20210226,20210318~20211230
"기타",요가,광주,북구,나루공동생활가정 요가교실-김영란지도자,지적장애,매주 수 16:30~17:30,나루공동생활가정 지적 장애인들을 대상으로 한 요가교실,20210102~20210131,20210202~20211228
"기타",뉴스포츠,광주,북구,문우초교 뉴스포츠교실-김영란지도자,지적장애,매주 목 09:00~10:00,문우초교 장애학생들을 대상으로한 뉴스포츠교실,20210102~20210228,20210325~20211224
"기타",요가,광주,북구,예그리나장애인복지센터 요가교실-김영란지도자,지적장애,매주 목 11:00~12:00,예그리나장애인복지센터 지적 장애인들을 대상으로한 요가교실,20210302~20210330,20210402~20211230
"기타",요가,광주,북구,한빛주간보호센터 요가교실-김영란지도자,뇌병변장애,매주 목 14:30~15:30,한빛주간보호센터 뇌병변 장애인들을 대상으로 한 요가교실,20210102~20210130,20210204~20211230
"기타",뉴스포츠,광주,북구,용두초교 뉴스포츠교실-김영란지도자,지적장애,매주 금 09:30~10:30,용두초교 지적 장애인 학생들을 대상으로 한 뉴스포츠교실,20210201~20210228,20210326~20211224
"기타",유아체육,광주,북구,밀알 어린이집 유아체육-김영란지도자,뇌병변장애,매주 금 13:30~14:30,밀알어린집 장애아동들을 대상으로한 유아체육교실,20210102~20210230,20210205~20211224
"기타",요가,광주,북구,다원보호작업장 요가교실-김영란지도자,지적장애,매주 금 15:00~16:00,다원보호작업장 장애인들을 대상으로한 에어로빅교실,20210102~20210130,20210205~20211224
"기타",에어로빅,충북,청주시,2021 장애인생활체육 베다니주간센터 에어로빅교실,지적장애,매주 목 14:00~15:00,,20210215~20210310,20210401~20211031
"기타",기타,충북,청주시,2021 장애인생활체육 신장장애인 라인댄스교실,기타장애,매주 목 13:00~14:00,,20210215~20210310,20210401~20211130
"기타",요가,충북,청주시,2021 장애인생활체육 청원여성요가교실,지적장애,매주 수 15:00~17:00,,20210215~20210310,20210401~20211031
"기타",택견,충북,청주시,20221 장애인생활체육 이크에크 택견교실,지적장애,매주 수 10:00~12:00,,20210215~20210310,20210401~20211031
"기타",특수체육,충북,청주시,2021 장애인생활체육 우리누리 센스교실,지적장애,매주 수 10:30~11:30,,20210215~20210310,20210401~20211031
"기타",,광주,광산구,산월초 뉴스포츠교실-김정희지도자,지적장애,매주 수 09:30~11:00,,20210102~20210228,20210310~20211229
"기타",,광주,광산구,광산발달지원센터 뉴스포츠교실-김정희지도자,지적장애,매주 화 15:40~16:40,,20210102~20210228,20210316~20211228
"기타",,광주,광산구,광산발달지원센터 뉴스포츠교실-김정희지도자,지적장애,매주 수 15:30~16:30,,20210102~20210228,20210224~20211229
"기타",,광주,광산구,풍영초 뉴스포츠교실-김정희지도자,지적장애,매주 목 10:30~11:40,,20210102~20210228,20210311~20211230
"기타",,광주,남구,임마누엘교회유형별좌식배구교실-김정희지도자,지체장애,매주 목 20:00~21:30,,20210102~20210228,20210311~20211230
"기타",,광주,남구,시각장애인연합회 쇼다운교실-김정희지도자,시각장애,매주 금 10:00~11:00,쇼다운 종목,20210102~20210228,20210305~20211231
"기타",,광주,남구,시각장애인연합회 쇼다운교실-김정희지도자,시각장애,매주 금 11:00~12:00,,20210102~20210228,20210305~20211231
"기타",,광주,남구,인광희망의샘 탁구교실-김정희지도자,기타장애,매주 금 14:00~15:00,,20210102~20210228,20210319~20211231
"기타",뉴스포츠,광주,북구,중흥초등학교 뉴스포츠교실-박용민지도자,지적장애,매주 월 09:00~10:30,뉴스포츠 종목을 통해 긍정적인 정서 지원 및 삶의 질 향상,20210302~20210319,20210322~20211227
"기타",뉴스포츠,광주,광산구,은가비주간보호센터뉴스포츠교실A-전지윤지도자,지적장애,매주 월13:00~14:00,수업장소 : 염주풋살장,20210104~20210308,20210308~20211227
"기타",뉴스포츠,광주,광산구,은가비주간보호센터뉴스포츠교실B-전지윤지도자,지적장애,매주 월 14:00~15:00,수업장소 : 염주풋살장,20210104~20210308,20210308~20211227
"기타",뉴스포츠,광주,광산구,부모연대광산구주간활동센터뉴스포츠교실A-전지윤지도자,지적장애,매주 화 10:30~11:30,,20210101~20210201,20210316~20211228
"기타",뉴스포츠,광주,광산구,하람장애인주간보호센터뉴스포츠교실A-전지윤지도자,지적장애,매주 화 14:00~15:00,수업장소 : 광산구청소년수련관,20210101~20210201,20210302~20211228
"기타",,광주,광산구,하람장애인주간보호센터뉴스포츠교실B-전지윤지도자,지적장애,매주 화 15:00~16:00,수업장소 : 광산구청소년수련관,20210101~20210201,20210302~20211228
"기타",뉴스포츠,광주,동구,계림초뉴스포츠교실-전지윤지도자,지적장애,매주 수 10:00~11:00,,20210101~20210201,20210331~20211229
"기타",뉴스포츠,광주,광산구,부모연대광상구주간활동센터B-전지윤지도자,지적장애,매주 수 14:00~15:00,,20210101~20210201,20210317~20211229
"기타",뉴스포츠,광주,광산구,전자공고뉴스포츠교실-전지윤지도자,지적장애,매주 목 10:00~11:00,수업장소 : 쌍암공원,20210101~20210201,20210325~20211230
"기타",뉴스포츠,광주,광산구,다솜장애인주간보호센터뉴스포츠교실A-전지윤지도자,지적장애,매주 목 14:00~15:00,,20210101~20210201,20210304~20211230
"기타",뉴스포츠,광주,광산구,다솜장애인주간보호센터뉴스포츠교실B-전지윤지도자,지적장애,매주 목 15:00~16:00,,20210101~20210201,20210304~20211230
"기타",뉴스포츠,광주,북구,부모연대부설북구주간활동센터뉴스포츠교실A-전지윤지도자,지적장애,매주 금 10:00~11:00,,20210101~20210201,20210305~20211231
"기타",뉴스포츠,광주,북구,부모연대부설북구주간활동센터뉴스포츠교실B-전지윤지도자,지적장애,매주 금 11:00~12:00,,20210101~20210201,20210305~20211231
"기타",뉴스포츠,광주,광산구,봉산초등학교뉴스포츠교실-기혜지지도자,지적장애,매주 금 10:10~11:10,봉산초등학교 뉴스포츠교실,20210308~20210318,20210326~20211231
"기타",생활체조,광주,광산구,한울주간보호센터_생활체조교실B_이아영지도자,지적장애,매주 금 14:00~15:00,-,21210102~20210226,20210319~20211231
"기타",뉴스포츠,광주,북구,정덕유치원_뉴스포츠교실_이아영지도자,지적장애,매주 화 9:30~10:30,-,20210102~20210226,20210323~20211228
"기타",뉴스포츠,광주,광산구,미산초등학교 뉴스포츠교실-박용민지도자,지적장애,매주 화 09:40~10:40,뉴스포츠 종목을 통해 긍정적인 정서 지원 및 삶의 질 향상,20210302~20210319,20210323~20211228
"기타",뉴스포츠,광주,광산구,수완고등학교 뉴스포츠 교실-박용민지도자,지적장애,매주 금 10:30~12:30,뉴스포츠 종목을 통해 긍정적인 정서 지원 및 삶의 질 향상,20210302~20210318,20210319~20211231
"기타",뉴스포츠,강원,정선군,강원도 정선군 지적장애인 통합 어울림 스포츠 교실,지적장애,14:00 ~ 17:00,,20210201~20211231,20210412~20211029
"기타",기타,강원,화천군,강원도 화천군 시각장애인 수중운동교실,시각장애,월 13:00 ~ 15:00,,20210201~20211231,20210426~20210901
"기타",요가,강원,춘천시,춘천시 여성장애인 요가교실,지체장애,화 10:00 ~ 11:30,,20210201~20211231,20210406~20211130
"기타",뉴스포츠,강원,강릉시,강원도 강릉시 나래교실 생활체육교실,지적장애,월 14:00 ~ 16:00,,20210201~20211231,20210401~20211031
"기타",기타,강원,속초시,강원도 속초시 한국신체장애인복지회 한궁교실,지체장애,금 10:30 ~ 11:30,,20210201~20211231,20210401~20211030
"기타",요가,강원,속초시,속초시 농아인 요가교실,청각장애,목 14:00 ~ 15:00,,20210201~20211231,20210506~20211028
"기타",뉴스포츠,강원,횡성군,강원도 횡성군 아름다운 마을 뉴 스포츠 교실,지적장애,목 10:00 ~ 12:00,,20210201~20211231,20210408~20211028
"기타",뉴스포츠,강원,영월군,강원도 영월군 발달장애인 뉴스포츠 교실,지적장애,화 09:30 ~ 11:30,,20210201~20211231,20210406~20211026
"기타",뉴스포츠,강원,춘천시,강원도 춘천시 정신장애인 뉴스포교실,기타장애,화14:00~16:00수10~12,,20210201~20211231,20210401~20211031
"기타",기타,강원,춘천시,강원도 춘천시 발달장애인 신체활동 프로그램 몸짱교실,지적장애,"월,수 16:00 ~ 17:00",,20210201~20211231,20210401~20211031
"기타",뉴스포츠,광주,광산구,선운초등학교뉴스포츠교실-신동민지도자,지적장애,매주 월 09:30 - 11:00,,20210201~20210225,20210322~20211231
"기타",뉴스포츠,광주,광산구,하남중학교뉴스포츠교실-신동민지도자,지적장애,매주 금 10:00 - 11:30,,20210202~20210225,20210322~20211231
"기타",뉴스포츠,광주,광산구,송정중앙초등학교뉴스포츠교실-박소리지도자,지적장애,매주 금 9:45~11:10,송정중앙초등학교뉴스포츠교실,20210312~20210319,20210402~20211231
"기타",뉴스포츠,광주,광산구,금구초등학교뉴스포츠교실-박여호수아,지적장애,매주 화 09:40~10:40,,20210101~20210322,20210323~20211228
"기타",뉴스포츠,광주,광산구,송정초등학교뉴스포츠교실-박여호수아,지적장애,매주 목 09:45~10:45,,20210101~20210317,20210318~20211230
"기타",뉴스포츠,광주,북구,전남대학교사범대학부설중학교뉴스포츠교실-배우리영지도자,지적장애,매주 월 10:00~11:30,,20210101~20210321,20210322~20211227
"기타",뉴스포츠,광주,동구,동구장애인복지관뉴스포츠교실A-배우리영지도자,지적장애,매주 월 13:00~14:00,,20210101~20210314,20210315~20211227
"기타",뉴스포츠,광주,광산구,새별초병설유치원뉴스포츠교실-배우리영지도자,지적장애,매주 수 13:00~14:00,,20210101~20210309,20210310~20211229
"기타",뉴스포츠,광주,동구,동구장애인복지관뉴스포츠교실B-배우리영지도자,지적장애,매주 금 13:00~14:00,,20210101~20210318,20210319~20211231
"기타",,광주,광산구,신창초등학교뉴스포츠교실-김군지도자,지적장애,매주 월 9:20~10:10,,20210101~20210404,20210405~20211231
"기타",,광주,북구,용두중학교뉴스포츠교실-김군지도자,지적장애,매주 목 10:00~11:30,,20210101~20210331,20210401~20211231
"기타",뉴스포츠,광주,동구,광주고등학교뉴스포츠교실-홍한별지도자,지적장애,매주 월 10:40~12:10,,20210101~20210314,20210315~20211227
"기타",뉴스포츠,광주,광산구,월곡초등학교뉴스포츠교실-윤자민지도자,지적장애,매주 수 09:50~11:20,,20210101~20210316,20210317~20211229
"기타",뉴스포츠,광주,북구,신용초등학교뉴스포츠교실-홍한별,지적장애,매주 화 09:00~10:00,,20210104~20210329,20210330~20211228
"기타",뉴스포츠,광주,광산구,송정동초등학교뉴스포츠교실-최재담지도자,지적장애,매주 월 09:00~10:00,,20210101~20210314,20210315~20211227
"기타",뉴스포츠,광주,북구,일곡중학교뉴스포츠교실-윤자민지도자,지적장애,매주 월 13:00~14:30,,20210101~20210321,20210322~20211227
"기타",뉴스포츠,광주,광산구,큰별초등학교뉴스포츠교실-홍한별,지적장애,매주 목 10:20~11:20,,20210104~20210331,20210401~20211230
"기타",뉴스포츠,광주,광산구,선광학교뉴스포츠교실-최재담지도자,지적장애,매주 화 10:00~11:30,,20210101~20210315,20210316~20211228
"기타",뉴스포츠,광주,광산구,광산구정신건강복지센터-홍한별,지적장애,매주 금 10:30~11:30,,20210104~20210107,20210108~20211231
"기타",뉴스포츠,광주,광산구,참조은주간보호센터뉴스포츠교실1-홍한별,지적장애,매주 목 13:30~14:30,,20210104~20210310,20210311~20211230
"기타",뉴스포츠,광주,광산구,나눔장애인주간보호센터뉴스포츠교실-최재담지도자,지적장애,"매주 목, 13:30~15:00",,20210101~20210224,20210225~20211223
"기타",뉴스포츠,광주,광산구,참조은주간보호센터뉴스포츠교실2-홍한별,지적장애,매즈 목 14:30~15:30,,20210104~20210310,20210311~20211230
"기타",뉴스포츠,광주,북구,동림초등학교뉴스포츠교실-최재담지도자,지적장애,매주 목 09:30~11:00,,20210101~20210317,20210318~20211223
"기타",풋살,광주,북구,광주공업고등학교풋살교실-최재담지도자,지적장애,매주 금 09:50~11:50,,20210101~20210318,20210319~20211224
"기타",뉴스포츠,광주,광산구,(시비) 2021 뉴스포츠교실(시장애인체육회-윤바다),지적장애,매주 목 오전 10:00~11:30,,20210201~20210228,20210401~20211007
"기타",뉴스포츠,광주,동구,조대부고뉴스포츠교실-이규성지도자,지적장애,매주 화 09:30~11:00,매주 화요일 09:30~11:00  조선대학교부속고등학교에서 뉴스포츠 수업을 진행합니다.,20210104~20210412,20210413~20211228
"기타",뉴스포츠,광주,서구,(기금)2021 청소년장애인 뉴스포츠교실(서구장애인체육회-한혜정,지적장애,매주 월 10:20~11:40,,20201201~20210228,20210405~20211004
"기타",기타,광주,서구,(기금)2021 지적장애인 클라이밍교실(서구장애인체육회-한혜정),지적장애,매주 목 10:30~11:30,,20201201~20210228,20210415~20211007
"기타",뉴스포츠,광주,북구,(기금)2021 청소년장애인뉴스포츠교실(북구장애인체육회-조미경),지적장애,매주 화 10:00~11:30,,20210206~20211026,20210406~20201026
"기타",뉴스포츠,광주,북구,(시비)2021 장애아동 뉴스포츠교실 (시장애인체육회-이아영),지적장애,매주 화 9:30~10:30,,20210102~20210226,20210323~20211231
"기타",풋살,광주,남구,(기금) 2021 지적장애인 풋살교실(남구장애인체육회-박욱),지적장애,매주 금 14:00~16:00,,20210201~20210228,20210402~20210924
"기타",뉴스포츠,광주,광산구,(시비)2021뉴스포츠교실(시장애인체육회-김재홍),지적장애,매주 금 10:00~12:00,,20210104~20210129,20210402~20210917
"기타",뉴스포츠,광주,남구,(기금) 2021 여성장애인 뉴스포츠교실(남구장애인체육회-박욱),지적장애,매주 수 13:30~14:30,,20210201~20210228,20210407~20210929
"기타",짐볼,광주,남구,(기금) 2021 시각장애인 짐볼드럼교실(남구장애인체육회-문아현),시각장애,매주 화 10:00~11:00,,20210201~20210228,20210406~20210928
"기타",기타,광주,서구,(기금)2021 지적장애인 점핑체조교실(서구장애인체육회-박은경),지적장애,매주 화 09:30~10:30,,20210329~20210405,20210406~20210928
"기타",요가,광주,서구,(기금)2021 시각장애인 짐볼요가교실(서구장애인체육회-박은경),시각장애,매주 화 16:00~18:00,,20210329~20210405,20210406~20210928
"기타",뉴스포츠,광주,남구,(기금) 2021 지적장애인 뉴스포츠교실(남구장애인체육회-곽민경),지적장애,매주 화 10:30~11:30,,20210101~20210331,20210413~20210928
"기타",뉴스포츠,광주,광산구,(시비)2021 뉴스포츠교실(시장애인체육회-최재담),지적장애,매주 목 13:30~15:00,,20210101~20210331,20210401~20210916
"기타",음악줄넘기,광주,광산구,(기금) 2021 지적장애인 음악줄넘기교실(엠마우스복지관),지적장애,매 주 수요일 10:00~12:00,광주 지적장애인 음악줄넘기교실입니다.,20210329~20210402,20210407~20211103
"기타",생활체조,광주,동구,(기금) 2021 지적장애인 건강체조교실(동구장애인복지관),지적장애,매 주 월 10:30~12:00,광주 지적장애인 건강체조교실입니다.,20210329~20210401,20210405~20211129
"기타",요가,광주,남구,(기금) 2021 시각장애인 요가교실(시각장애인복지관),시각장애,매주 월 10:00  화 14:00,광주 시각장애인 요가교실입니다.  매 주 월요일 10:00~12:00 / 수요일 14:00~16:00 진행합니다.,20210329~20210401,20210405~20211013
"기타",뉴스포츠,광주,북구,(시비) 2021 뉴스포츠교실(시장애인체육회-박소리),지적장애,매주 수 10:00~11:30,2021 뉴스포츠교실(시장애인체육회),20210303~20210310,20210317~20211229
"기타",쇼다운,광주,남구,(기금) 2021 시각장애인 쇼다운교실(시각스포츠연맹),시각장애,매 주 금 10:00~12:00,광주 시각장애인 쇼다운교실입니다.,20210322~20210326,20210402~20211022
"기타",요가,광주,남구,(기금) 2021 혼합장애인 요가교실(남구장애인복지관),지적장애,매 주 금 13:00~14:00,광주 혼합장애인 요가교실입니다.,20210322~20210326,20210402~20211126
"기타",기타,광주,서구,(기금) 2021 어르신 실버건강교실(서구장애인복지관),지체장애,매주 금 10:30~11:30,,20210101~20210401,20210402~20211126
"기타",요가,광주,북구,(기금) 2021 여성장애인 요가교실(광주장애인종합복지관),지체장애,매주 월 10:30~12:001,,20210101~20210331,20210401~20211101
"기타",필라테스,광주,동구,(기금) 2021 여성장애인 필라테스교실(동구장애인복지관),지적장애,매주 월 13:30~15:30,,20210101~20210404,20210405~20211129
"기타",뉴스포츠,광주,서구,(기금) 2021 청소년장애인 티볼교실(서구장애인체육회-정수빈),지적장애,매주 목 9:20~10:20,,20210308~20210312,20210408~20211028
"기타",,광주,남구,(기금) 2021 직장인장애인 체력증진교실(남구장애인체육회-이수련),지적장애,매주 월 / 15:00~16:00,,20210102~20210131,20210405~20210927
"기타",뉴스포츠,광주,남구,(기금) 2021 어르신장애인 뉴스포츠교실(남구장애인체육회-이수련),지적장애,매주 목 / 09:30~10:30,,20210102~20210131,20210401~20210930
"기타",뉴스포츠,광주,광산구,(시비) 2021 지적장애인 뉴스포츠교실(시장애인체육회-김미리),지적장애,매주 화 10:00~11:30,,20210101~20210405,20210406~20210928
"기타",요가,광주,남구,(기금) 2021 지체장애인 요가교실(남구장애인체육회-이수련),지체장애,매주 화 / 13:30~14:30,,20210102~20210131,20210406~20210928
"기타",생활체조,광주,서구,(시비) 2021 여성장애인 체조교실(시장애인체육회-장지원),지적장애,매주 목 10:00~11:00,,20210223~20210331,20210401~20210923
"기타",,충남,계룡시,장애여성 맞춤형 운동교실,기타장애,매주 수 18:00~19:00,,20210301~20211130,20210301~20211130
"기타",뉴스포츠,광주,남구,(기금) 2021 지적장애인 뉴스포츠교실(남구장애인체육회-정은종),지적장애,매주 (목) 15:00~16:00,,20210102~20210130,20210401~20210930
"기타",뉴스포츠,광주,광산구,(시비) 2021 청소년장애인 라켓룬교실(시장애인체육회-기혜지),지적장애,매주 화 9:50-11:20,,20210308~20210326,20210413~20211026
"기타",생활체조,광주,광산구,(시비) 2021 청소년장애인 생활체조교실(시장애인체육회-최정균),지적장애,매주 (금) 10:00~11:30,,20210302~20210401,20210402~20211008
"기타",요가,광주,북구,(기금)2021 시각장애인 요가교실 (광주북구장애인체육-김영란),시각장애,매주 월 15:30~16:30,평화의집 시각장애인들을 위한 요가교실,20210102~20210330,20210405~20210927
"기타",뉴스포츠,광주,북구,(기금) 2021 직장장애인 뉴스포츠교실(북구장애인체육회-김재칠),지적장애,매주 월 13:00~14:00,,20210201~20210215,20210405~20210927
"기타",뉴스포츠,광주,북구,(기금)2021 어르신장애인 뉴스포츠교실(북구장애인체육회-김숙희),지적장애,매주 화 13:30~14:30,,20210215~20210226,20210406~20210928
"기타",뉴스포츠,광주,광산구,(시비) 2021 지적장애인 뉴스포츠교실(시장애인체육회-전지윤),지적장애,매주 화 14:00~15:30,,20210101~20210302,20210302~20210831
"기타",기타,광주,북구,(기금) 2021 장애청소년 클라이밍교실(시장애인복지관),지적장애,매 주 토 10:00~11:30,광주 장애청소년 클라이밍교실,20210322~20210326,20210410~20210904
"기타",,광주,광산구,(시비) 2021 뉴스포츠교실(시장애인체육회-김정희),지적장애,매주 수 09:30~11:00,,20210102~20210228,20210310~20211229
"기타",기타,광주,서구,(기금)2021 수중운동 수중런닝교실(시장애인체육회-홍한별),지적장애,매주 화 15:30~16:30,,20210104~20210531,20210601~20211123
"기타",뉴스포츠,광주,광산구,(시비)2021 뉴스포츠교실(시장애인체육회-홍한별,지적장애,매주 금 10:30~11:30,,20210104~20210401,20210402~20210917
"기타",유아체육,광주,북구,(기금)2021 장애아동 유아체육교실 (광주북구장애인체육-김영란),뇌병변장애,매주 금 13:30~14:30,밀알어린이집 장애아동을 대상으로한 유아체육교실,20210201~20210330,20210402~20210917
"기타",,충남,천안시,PAPA-RUN 장애청소년 체육교실,지적장애,매주 수 16:00~18:00,,20210301~20211130,20210301~20211130
"기타",,충남,공주시,헬스케어 튼튼교실,지적장애,매주 화 10:00~12:00,,20210301~20211130,20210301~20211130
"기타",,충남,공주시,튼튼쑥쑥 영유아 어울림교실,기타장애,매주 목 10:00~12:00,,20210301~20211130,20210301~20211130
"기타",,충남,아산시,장애인 스케이트교실,지적장애,매주 목 09:30~10:30,,20210301~20211130,20210301~20211130
"기타",,충남,아산시,시각장애인 뉴스포츠교실,시각장애,매주 수 13;00~14:00,,20210301~20211130,20210301~20211130
"기타",,충남,아산시,농아인 뉴스포츠교실,청각장애,매주 화 13:00~14:00,,20210301~20211130,20210301~20211130
"기타",뉴스포츠,광주,북구,신광중학교 뉴스포츠교실-김숙희지도자,지적장애,매주 목 9:00~10:30,,20210302~20210315,20210401~20211230
"기타",,충남,금산군,장애청소년 뉴스포츠 s보드 교실,지적장애,매주 수 08:40~10:30,,20210301~20211130,20210301~20211130
"기타",,충남,부여군,밀알의집 뉴스포츠교실,지적장애,매주 월 10:00~12:00,,20210301~20211130,20210301~20211130
"기타",,충남,서천군,장애인 몸튼튼 마음튼튼 스탭박스로빅 교실,지적장애,매주 수 13:20~14:20,,20210301~20211130,20210301~20211130
"기타",,충남,서천군,여성장애인 필라테스 교실,지적장애,매주 화 16:15~17:15,,20210301~20211130,20210301~20211130
"기타",,충남,홍성군,장애청소년 스펀지 체육교실,지적장애,매주 금 09:30~11:30,,20210301~20211130,20210301~20211130
"기타",,충남,홍성군,시각장애 생활체육 텐덤사이클 교실,시각장애,매주 수 09:00~12:00,,20210301~20211130,20210301~20211130
"기타",,충남,예산군,뉴스포츠 생활체육 교실,지적장애,매주 목 10:30~11:30,,20210301~20211130,20210301~20211130
"기타",,충남,예산군,예산특수체육교실,지적장애,매주 수 10:00~11:00,,20210301~20211130,20210301~20211130
"기타",,충남,계룡시,몸짱 요가교실,지적장애,매주 목 14:00~15:00,,20210301~20211130,20210301~20211130
"기타",,충남,청양군,거점형 체육시설 장애청소년 뉴스포츠교실,지적장애,매주 화 16:30~17:30,,20210301~20211130,20210301~20211130
"기타",,충남,예산군,생활체육 힐링요가 교실,지적장애,매주 수 14:30~16:30,,20210301~20211130,20210301~20211130
"기타",,충남,논산시,장애청소년 생활체육 승마교실,지적장애,매주 월 15:30~16:30,,20210301~20211130,20210301~20211130
"기타",뉴스포츠,서울,강동구,"2021년 강동구 지적장애 뉴스포츠, 홈트레이닝교실(발달장애인평생교육센터)",지적장애,매주 수 10:00-12:00,,20210201~20210430,20210401~20211030
"기타",,충남,부여군,거점형 체육관 스포츠교실,지적장애,매주 화 10:30~11:30,,20210301~20211130,20210301~20211130
"기타",스트레칭,서울,강동구,2021 강동구 시각장애인 근력강화 스트레칭교실(한국시각장애인복지관),시각장애,매주 금 10:00-11:00,,20210201~20210430,20210401~20210930
"기타",,서울,강동구,2021 강동구 발달장애인 청소년 스포츠클라이밍교실(강동구장애인체육회),지적장애,"수,토요일 13:00-15:00",,20210201~20210430,20210401~20210930
"기타",뉴스포츠,서울,강동구,2021 강동구 장애청소년 뉴스포츠 교실(주몽학교),뇌병변장애,매주 금 15:00-17:00,,20210201~20210430,20210401~20210930
"기타",뉴스포츠,서울,관악구,2021 관악구 지적장애 뉴스포츠교실(관악구장애인종합복지관),지적장애,"매주 화, 금 13:00-15:00",,20210201~20210430,20210401~20210731
"기타",,충남,계룡시,거점형 뉴스포츠교실,지적장애,매주 금 16:30~18:30,,20210301~20211130,20210301~20211130
"기타",기타,충북,진천군,2021 진천군장애인 한궁교실,기타장애,금18:30~19:30 토11시~12,,20210126~20210215,20210401~20211031
"기타",헬스,경기,군포시,(대장체)군포시 휘트니스교실,지적장애,"화, 목 17:00~18:00",,20210401~20210730,20210501~20211130
"기타",스트레칭,경기,군포시,(대장체) 군포시 스트레칭 교실,지적장애,수 10:00~12:00,,20210401~20210730,20210501~20211130
"기타",필라테스,경기,군포시,(군포시) 통합장애인생활체조교실,청각장애,월 10:00~11:00,,20210301~20210331,20210401~20211031
"기타",요가,경기,가평군,(대장체)가평군 요가교실,지적장애,수 8:30~10:00,,20210401~20210730,20210501~20211130
"기타",쇼다운,경기,군포시,(군포시)쇼다운생활체육교실,시각장애,(금) 13:30~15:30,,20210301~20210331,20210401~20211031
"기타",등산,경기,군포시,(군포시)오르다 트래킹교실,지적장애,화 14:00~16:00,,20210201~20210331,20210401~20211031
"기타",골프,경기,고양시,(대장체)고양시 골프교실,지적장애,토 9:00~10:00,,20210401~20210730,20210501~20211130
"기타",필라테스,경기,고양시,(대장체)고양시 필라테스 교실,지적장애,월 13:00~14:00,,20210401~20210730,20210501~20211130
